number,alacrity,ability,observation,logical,result
4376,78,90,61,61,12
4377,70,90,63,81,9
4378,88,98,80,88,12
4379,76,78,84,84,1
4380,81,95,96,76,6
4381,79,69,78,67,3
4382,82,84,79,68,12
4383,76,87,71,64,12
4384,77,76,74,98,8
4385,72,70,71,68,3
4386,67,75,74,65,5
4387,91,83,61,84,7
4388,73,63,66,84,8
4389,93,98,76,60,12
4390,84,100,76,74,12
4391,79,69,97,72,4
4392,72,61,93,74,1
4393,90,68,66,89,7
4394,93,73,78,91,7
4395,72,61,95,71,4
4396,86,97,70,84,12
4397,96,72,65,85,7
4398,75,80,79,66,5
4399,62,76,60,80,10
4400,71,74,77,84,2
4401,90,81,90,93,8
4402,74,89,76,77,9
4403,61,89,67,95,10
4404,94,84,69,77,11
4405,85,95,93,80,5
4406,100,61,82,93,7
4407,83,70,100,63,4
4408,80,96,89,61,5
4409,77,76,65,83,8
4410,65,78,93,61,6
4411,66,97,75,100,10
4412,63,77,98,79,1
4413,73,80,79,73,5
4414,100,90,84,66,11
4415,96,68,90,62,3
4416,84,95,79,89,9
4417,81,100,97,94,5
4418,86,78,89,99,2
4419,62,62,61,87,8
4420,99,77,87,83,3
4421,63,61,78,66,1
4422,67,85,64,63,12
4423,73,65,65,98,8
4424,68,78,63,82,10
4425,86,81,60,83,7
4426,67,87,64,63,12
4427,87,84,91,73,4
4428,67,76,63,65,12
4429,79,75,87,68,4
4430,94,100,75,69,12
4431,64,78,95,94,1
4432,96,64,99,98,1
4433,61,92,90,63,5
4434,81,67,63,75,7
4435,81,98,99,60,6
4436,64,64,96,60,4
4437,76,80,96,62,6
4438,68,99,64,80,9
4439,60,73,94,63,6
4440,96,94,67,77,11
4441,90,93,88,89,12
4442,97,82,61,100,8
4443,98,79,98,80,3
4444,76,60,79,98,2
4445,71,64,77,67,4
4446,60,99,100,68,6
4447,72,74,79,94,2
4448,98,85,63,74,11
4449,68,87,66,83,9
4450,85,80,99,97,1
4451,94,69,62,81,7
4452,79,69,86,87,2
4453,94,100,65,61,12
4454,83,66,70,92,8
4455,62,64,81,61,6
4456,90,77,99,66,4
4457,68,80,63,90,10
4458,97,68,75,98,8
4459,67,62,99,64,4
4460,89,75,99,66,4
4461,68,92,80,69,5
4462,82,65,72,66,3
4463,68,100,84,76,5
4464,77,74,76,98,8
4465,65,89,88,88,5
4466,96,95,72,63,11
4467,63,78,86,95,2
4468,64,72,60,98,10
4469,100,71,97,75,3
4470,77,100,88,77,5
4471,78,97,66,97,9
4472,70,96,69,85,9
4473,74,80,94,92,1
4474,92,76,97,77,4
4475,75,60,79,86,2
4476,78,91,62,67,12
4477,72,81,68,72,12
4478,98,77,61,96,7
4479,85,100,88,67,5
4480,92,79,83,88,7
4481,71,77,76,72,5
4482,94,78,68,71,11
4483,72,83,88,99,2
4484,91,72,62,65,11
4485,98,97,99,98,4
4486,80,78,87,87,1
4487,72,77,69,63,12
4488,88,96,92,100,10
4489,87,65,92,98,2
4490,75,65,77,92,2
4491,74,61,87,76,1
4492,96,79,99,69,4
4493,87,61,100,73,4
4494,62,81,81,99,10
4495,93,60,83,65,3
4496,63,68,67,89,10
4497,97,66,100,93,4
4498,83,87,72,66,12
4499,67,72,70,74,10
4500,63,90,100,82,6
4501,64,93,62,95,10
4502,63,84,65,87,10
4503,99,98,77,81,11
4504,91,96,100,90,6
4505,66,67,66,62,12
4506,96,94,95,76,3
4507,71,76,64,100,10
4508,64,82,65,69,9
4509,78,90,80,96,10
4510,88,65,93,80,4
4511,77,99,62,75,12
4512,76,98,89,92,9
4513,93,98,71,66,12
4514,76,99,87,78,5
4515,91,80,65,62,11
4516,94,80,83,84,7
4517,79,66,99,89,1
4518,95,93,73,98,8
4519,99,92,74,87,11
4520,60,81,83,85,2
4521,62,66,64,94,10
4522,98,67,97,99,8
4523,91,82,96,90,4
4524,75,87,74,76,9
4525,87,75,98,60,4
4526,67,95,82,84,9
4527,76,100,87,87,5
4528,99,100,66,81,12
4529,65,82,78,91,10
4530,81,96,100,64,6
4531,85,85,85,76,11
4532,68,78,94,96,2
4533,66,86,61,68,9
4534,61,62,100,76,1
4535,63,62,89,71,1
4536,64,69,67,63,5
4537,82,68,97,68,4
4538,81,66,76,95,8
4539,85,69,73,60,3
4540,87,76,70,85,7
4541,95,62,63,60,3
4542,92,72,86,63,3
4543,81,97,100,65,6
4544,69,69,70,92,2
4545,73,100,61,88,9
4546,72,72,77,64,4
4547,81,75,74,97,8
4548,90,73,95,89,4
4549,91,74,100,94,1
4550,90,64,90,88,3
4551,85,89,93,80,6
4552,88,78,67,93,8
4553,94,81,69,93,7
4554,60,69,65,98,10
4555,96,62,96,81,3
4556,95,100,93,81,12
4557,89,62,90,64,4
4558,64,100,75,92,9
4559,92,74,82,89,7
4560,63,66,92,89,1
4561,98,89,73,91,7
4562,75,85,97,100,2
4563,65,84,95,88,1
4564,97,90,86,75,11
4565,74,72,72,100,8
4566,79,80,63,63,12
4567,61,88,89,78,6
4568,95,74,99,96,1
4569,73,65,96,76,1
4570,68,100,92,89,5
4571,91,89,97,97,1
4572,96,97,93,69,12
4573,74,67,96,87,1
4574,79,86,60,100,10
4575,96,79,81,88,7
4576,86,85,69,82,11
4577,62,72,71,97,10
4578,81,71,83,79,4
4579,81,62,88,63,4
4580,66,66,87,68,1
4581,74,90,64,60,12
4582,95,78,84,81,3
4583,60,60,83,85,2
4584,99,92,93,78,3
4585,80,90,83,77,5
4586,92,76,94,83,4
4587,84,60,63,72,7
4588,80,89,95,63,6
4589,61,95,92,86,5
4590,73,72,91,69,4
4591,67,63,75,69,1
4592,97,63,61,62,11
4593,97,72,97,62,3
4594,84,93,88,100,10
4595,99,81,85,75,3
4596,88,92,61,87,12
4597,76,100,87,70,5
4598,81,70,96,76,4
4599,85,72,96,76,4
4600,78,94,89,71,5
4601,74,70,66,79,8
4602,63,98,63,87,9
4603,71,62,93,96,2
4604,85,69,100,98,1
4605,72,68,65,91,8
4606,90,95,66,65,12
4607,68,67,60,80,8
4608,70,80,63,82,10
4609,60,62,95,61,6
4610,69,70,78,70,6
4611,86,79,89,64,4
4612,84,92,82,94,10
4613,78,73,100,85,1
4614,79,86,95,81,6
4615,86,100,66,88,9
4616,63,77,97,75,6
4617,95,65,94,75,3
4618,68,66,97,86,1
4619,88,63,72,66,3
4620,92,62,90,100,8
4621,63,61,63,69,8
4622,95,67,70,79,7
4623,85,94,71,73,12
4624,73,93,61,71,12
4625,67,84,70,86,10
4626,81,97,78,82,9
4627,80,65,96,65,4
4628,67,84,93,99,2
4629,95,70,89,96,8
4630,89,68,74,62,3
4631,62,94,97,68,6
4632,64,93,61,65,9
4633,81,64,85,89,2
4634,70,75,100,69,6
4635,91,87,81,99,8
4636,74,64,60,77,8
4637,77,72,61,64,11
4638,70,79,66,80,10
4639,94,81,96,87,4
4640,81,60,81,81,3
4641,79,68,89,78,4
4642,91,84,87,77,3
4643,71,83,90,64,6
4644,99,69,62,85,7
4645,77,97,63,72,12
4646,65,65,72,86,2
4647,73,81,100,66,6
4648,71,86,95,69,6
4649,64,88,99,99,1
4650,74,72,86,74,4
4651,64,77,62,72,9
4652,89,81,72,85,7
4653,81,73,83,61,4
4654,83,91,83,83,12
4655,83,80,65,98,8
4656,62,95,78,94,9
4657,72,84,81,88,10
4658,99,97,61,90,11
4659,66,83,71,86,10
4660,91,99,87,74,12
4661,98,76,94,94,3
4662,85,73,75,97,8
4663,91,82,60,96,8
4664,95,77,80,99,8
4665,93,86,78,68,11
4666,100,77,65,93,7
4667,70,74,81,69,6
4668,99,98,70,84,11
4669,94,72,82,81,3
4670,61,67,94,62,6
4671,75,83,68,99,10
4672,71,77,79,66,6
4673,93,89,76,90,7
4674,65,79,66,95,10
4675,95,90,94,96,8
4676,64,74,88,66,6
4677,67,71,67,62,12
4678,70,80,83,65,6
4679,67,92,78,72,5
4680,81,69,93,80,4
4681,71,99,66,86,9
4682,98,82,71,74,11
4683,72,83,67,74,9
4684,73,61,72,87,8
4685,80,96,67,78,12
4686,78,85,74,63,12
4687,83,70,73,86,8
4688,97,71,87,75,3
4689,65,93,64,96,10
4690,78,62,69,98,8
4691,97,87,94,75,3
4692,66,85,97,70,6
4693,62,64,64,62,5
4694,93,62,73,73,3
4695,66,83,79,79,5
4696,61,92,98,66,6
4697,83,95,79,75,12
4698,100,97,67,71,11
4699,61,65,72,72,1
4700,62,69,97,82,1
4701,82,100,76,70,12
4702,85,95,86,73,5
4703,73,88,95,90,1
4704,61,61,98,85,1
4705,88,94,64,89,9
4706,80,64,81,98,2
4707,99,79,81,90,7
4708,96,62,63,77,7
4709,100,90,76,69,11
4710,85,86,62,95,10
4711,65,84,86,85,1
4712,88,78,74,75,11
4713,87,61,69,83,7
4714,80,63,83,93,2
4715,62,62,88,79,1
4716,89,62,91,75,4
4717,77,72,65,60,11
4718,94,83,86,93,7
4719,87,65,93,60,4
4720,62,85,87,65,6
4721,82,63,83,84,2
4722,97,70,65,95,7
4723,87,69,61,74,7
4724,77,66,89,66,4
4725,99,75,72,73,11
4726,64,98,98,64,5
4727,98,71,92,77,3
4728,92,72,61,91,7
4729,93,83,96,87,4
4730,97,65,94,64,3
4731,94,100,96,97,9
4732,66,84,98,86,1
4733,77,85,99,87,1
4734,93,68,77,97,8
4735,83,97,87,66,5
4736,67,82,72,69,5
4737,63,71,74,79,2
4738,90,100,93,60,5
4739,69,86,98,71,6
4740,66,71,72,76,2
4741,76,72,62,80,8
4742,88,100,65,85,12
4743,83,75,86,62,4
4744,93,87,98,60,4
4745,63,95,85,93,9
4746,86,84,90,79,4
4747,74,60,70,61,3
4748,98,86,97,75,3
4749,83,62,96,95,1
4750,71,82,97,92,1
4751,60,100,77,78,9
4752,83,65,84,62,4
4753,63,75,75,94,10
4754,65,68,63,65,12
4755,60,100,85,75,5
4756,73,73,62,60,11
4757,94,66,68,62,3
4758,70,92,83,69,5
4759,63,74,64,62,5
4760,99,83,85,79,3
4761,84,75,74,74,11
4762,69,95,72,60,5
4763,78,76,99,69,4
4764,70,60,94,90,1
4765,95,95,87,84,11
4766,95,84,60,92,7
4767,87,100,73,72,12
4768,75,95,64,70,12
4769,84,99,97,79,5
4770,95,79,74,69,11
4771,74,95,82,70,5
4772,60,64,85,89,2
4773,83,73,88,82,4
4774,80,83,82,72,5
4775,84,68,75,79,7
4776,75,92,88,94,10
4777,99,85,99,67,3
4778,80,90,68,86,9
4779,80,63,62,68,7
4780,68,72,86,96,2
4781,79,64,86,67,4
4782,81,93,91,87,5
4783,79,85,77,74,12
4784,93,71,96,78,4
4785,65,88,88,71,5
4786,81,64,87,96,2
4787,66,84,87,65,6
4788,62,65,87,69,1
4789,65,89,98,95,1
4790,74,63,88,86,1
4791,73,92,86,71,5
4792,80,78,71,77,11
4793,91,89,83,87,11
4794,72,60,68,90,8
4795,88,60,83,68,3
4796,62,75,83,71,6
4797,90,65,93,94,2
4798,81,84,90,82,6
4799,67,67,87,88,2
4800,86,68,94,60,4
4801,74,95,93,86,5
4802,98,61,65,77,7
4803,62,93,98,81,6
4804,66,63,81,62,4
4805,83,95,91,96,10
4806,94,67,85,63,3
4807,71,79,77,74,5
4808,75,67,92,64,4
4809,66,89,80,62,5
4810,75,89,95,64,6
4811,68,77,99,76,6
4812,89,89,85,88,11
4813,96,98,98,80,5
4814,95,66,68,83,7
4815,77,66,63,78,8
4816,81,98,100,98,6
4817,66,82,100,61,6
4818,69,83,68,76,9
4819,72,73,81,76,1
4820,80,83,73,70,12
4821,88,65,70,71,7
4822,72,85,100,64,6
4823,64,87,64,66,9
4824,60,72,81,68,6
4825,83,60,69,63,3
4826,93,91,78,62,11
4827,79,83,96,67,6
4828,61,86,85,92,10
4829,99,84,74,66,11
4830,83,61,88,86,1
4831,68,79,86,84,1
4832,71,97,89,87,5
4833,87,98,93,73,5
4834,98,82,68,66,11
4835,82,74,80,88,8
4836,62,75,93,82,1
4837,62,70,88,94,2
4838,61,95,77,83,9
4839,60,81,76,92,10
4840,95,71,84,100,8
4841,80,63,92,63,4
4842,83,60,74,73,3
4843,60,85,95,67,6
4844,67,77,88,99,2
4845,65,88,70,63,5
4846,87,61,90,60,4
4847,70,85,96,70,6
4848,60,60,82,82,1
4849,74,91,95,60,6
4850,98,94,73,82,11
4851,70,77,90,84,1
4852,77,91,71,68,12
4853,97,78,68,100,8
4854,61,82,89,93,2
4855,67,88,73,96,10
4856,85,75,92,90,1
4857,69,68,98,77,1
4858,67,98,84,63,5
4859,78,97,70,73,12
4860,69,62,68,91,8
4861,95,73,89,71,3
4862,81,80,80,90,8
4863,84,98,71,93,9
4864,79,71,85,83,1
4865,80,99,84,74,5
4866,80,100,91,71,5
4867,79,91,100,72,6
4868,95,93,92,70,11
4869,61,96,91,80,5
4870,99,88,72,85,11
4871,88,64,84,95,8
4872,64,64,61,64,11
4873,90,95,90,83,12
4874,92,98,70,93,9
4875,71,95,68,72,9
4876,98,65,80,78,3
4877,61,88,63,68,9
4878,64,94,75,96,10
4879,84,67,66,70,7
4880,66,60,97,100,2
4881,90,72,94,78,4
4882,86,75,63,96,8
4883,83,96,75,60,12
4884,64,61,90,71,1
4885,89,68,65,85,7
4886,88,66,60,88,7
4887,78,84,68,87,10
4888,68,80,63,93,10
4889,67,67,83,70,1
4890,96,85,62,70,11
4891,89,66,78,90,8
4892,84,75,74,99,8
4893,97,83,60,97,7
4894,89,85,82,62,11
4895,80,64,91,96,2
4896,66,83,76,68,5
4897,63,81,67,60,5
4898,76,96,76,85,9
4899,100,81,91,83,3
4900,84,72,70,75,7
4901,91,92,93,62,6
4902,84,83,97,76,4
4903,89,64,88,64,3
4904,68,95,94,74,5
4905,62,81,99,86,1
4906,93,77,83,89,7
4907,75,74,100,77,1
4908,96,76,78,85,7
4909,64,68,84,85,2
4910,73,94,88,92,9
4911,80,100,62,98,9
4912,67,83,81,90,10
4913,89,70,100,92,1
4914,99,94,85,82,11
4915,84,68,69,91,8
4916,66,68,85,95,2
4917,90,75,96,84,4
4918,66,66,71,99,2
4919,77,88,66,62,12
4920,67,68,95,63,6
4921,98,75,77,91,7
4922,68,74,76,84,2
4923,91,60,74,100,8
4924,79,93,76,93,9
4925,88,67,61,67,11
4926,63,84,64,100,10
4927,61,99,78,87,9
4928,82,84,96,98,2
4929,84,72,61,85,8
4930,100,100,99,68,11
4931,92,70,65,77,7
4932,75,66,66,71,7
4933,83,69,70,97,8
4934,74,78,85,70,6
4935,90,97,85,70,12
4936,66,62,82,64,4
4937,61,92,89,73,5
4938,83,63,74,90,8
4939,77,62,66,73,7
4940,99,95,61,75,11
4941,66,63,89,91,2
4942,76,78,84,64,6
4943,91,92,73,86,12
4944,67,93,99,80,6
4945,66,62,64,61,3
4946,60,78,92,88,1
4947,95,82,66,87,7
4948,69,76,64,60,12
4949,84,71,80,80,3
4950,69,77,99,90,1
4951,67,80,61,61,12
4952,80,94,94,80,5
4953,64,66,77,82,2
4954,90,60,92,75,4
4955,60,72,69,88,10
4956,73,94,83,92,9
4957,80,76,81,91,2
4958,97,69,89,83,3
4959,88,86,89,87,4
4960,62,77,99,65,6
4961,85,75,72,83,7
4962,72,64,79,91,2
4963,76,64,95,75,4
4964,98,82,95,61,3
4965,72,100,76,71,5
4966,83,87,67,91,10
4967,80,87,70,67,12
4968,74,72,67,78,8
4969,90,68,79,97,8
4970,69,85,75,100,10
4971,100,84,83,90,7
4972,81,66,93,65,4
4973,78,66,83,96,2
4974,96,92,91,73,11
4975,64,64,66,73,2
4976,63,65,73,98,2
4977,65,66,63,68,10
4978,70,86,94,62,6
4979,85,90,90,66,5
4980,85,86,70,73,12
4981,80,63,69,76,7
4982,72,78,88,94,2
4983,71,88,68,95,10
4984,60,64,92,68,1
4985,94,88,85,99,8
4986,76,94,96,87,6
4987,76,76,71,89,8
4988,64,93,71,69,5
4989,82,89,100,87,6
4990,67,70,66,79,10
4991,80,70,85,88,2
4992,69,71,92,83,1
4993,95,72,73,90,7
4994,71,66,77,62,4
4995,88,63,91,92,2
4996,99,81,91,84,3
4997,85,69,96,74,4
4998,92,99,97,93,5
4999,91,98,71,70,12
5000,84,96,89,91,9
5001,61,81,89,100,2
5002,72,78,73,87,10
5003,80,82,82,95,10
5004,71,65,69,83,8
5005,97,75,94,75,3
5006,81,89,73,97,10
5007,66,69,94,94,1
5008,66,73,74,88,2
5009,80,81,83,62,6
5010,69,88,91,76,6
5011,60,83,97,62,6
5012,67,70,75,83,2
5013,91,93,98,61,6
5014,69,88,64,73,9
5015,70,79,63,75,9
5016,79,71,78,72,3
5017,73,97,95,78,5
5018,94,87,95,88,4
5019,76,100,92,77,5
5020,82,62,90,95,2
5021,92,65,81,63,3
5022,60,71,83,84,2
5023,67,85,87,61,6
5024,61,84,90,86,1
5025,88,73,92,86,4
5026,69,94,91,76,5
5027,65,73,70,97,10
5028,63,99,85,82,5
5029,79,61,80,85,2
5030,82,84,82,89,10
5031,86,71,60,75,7
5032,60,98,91,72,5
5033,71,75,97,82,1
5034,69,100,77,88,9
5035,80,90,73,60,12
5036,89,89,86,92,8
5037,74,90,63,65,12
5038,88,77,100,87,4
5039,93,63,96,69,4
5040,69,75,73,65,5
5041,84,66,95,92,1
5042,65,65,72,98,2
5043,63,92,98,65,6
5044,71,83,67,69,12
5045,93,90,65,84,11
5046,95,63,69,86,7
5047,96,62,100,84,4
5048,95,93,84,72,11
5049,70,66,74,64,4
5050,65,72,100,98,1
5051,67,75,88,96,2
5052,81,95,69,69,12
5053,63,100,91,71,5
5054,92,97,70,83,12
5055,89,92,70,63,12
5056,85,72,61,99,8
5057,75,63,89,62,4
5058,72,81,85,73,6
5059,72,65,81,78,1
5060,64,66,95,100,2
5061,71,100,66,89,9
5062,69,82,100,77,6
5063,64,61,75,68,1
5064,68,93,87,97,10
5065,88,74,62,95,8
5066,88,77,73,79,7
5067,68,82,92,86,1
5068,95,89,89,61,11
5069,95,82,64,97,8
5070,70,76,79,81,2
5071,88,93,80,97,10
5072,64,81,68,65,5
5073,71,95,84,81,5
5074,96,76,65,91,7
5075,72,95,74,67,5
5076,85,73,63,76,7
5077,91,98,86,67,12
5078,60,90,95,87,6
5079,94,76,73,75,11
5080,67,97,85,81,5
5081,98,68,81,98,7
5082,63,93,76,92,9
5083,61,70,99,73,1
5084,83,69,91,96,2
5085,69,98,90,75,5
5086,74,92,100,64,6
5087,66,84,78,64,5
5088,69,84,99,81,6
5089,78,85,70,71,12
5090,83,82,61,99,8
5091,74,75,100,92,1
5092,70,97,79,72,5
5093,79,61,64,95,8
5094,72,78,75,66,5
5095,70,78,99,74,6
5096,88,60,74,91,8
5097,89,70,72,90,8
5098,69,98,99,98,6
5099,72,84,76,99,10
5100,98,86,86,100,8
5101,92,63,74,80,7
5102,76,60,92,100,2
5103,92,62,89,70,3
5104,72,66,61,79,8
5105,100,73,63,83,7
5106,73,84,80,61,5
5107,79,91,62,77,12
5108,93,77,79,65,3
5109,77,68,73,100,8
5110,67,96,62,85,9
5111,84,96,66,86,9
5112,93,71,100,79,4
5113,70,98,83,64,5
5114,94,76,67,62,11
5115,63,98,75,83,9
5116,66,98,94,97,9
5117,61,90,96,78,6
5118,69,79,70,94,10
5119,76,75,66,66,11
5120,73,89,75,74,5
5121,100,98,74,61,11
5122,96,100,79,96,12
5123,71,83,100,99,1
5124,64,82,70,84,10
5125,70,77,77,86,10
5126,65,88,61,64,12
5127,61,88,86,64,5
5128,95,94,84,70,11
5129,74,87,100,96,1
5130,61,91,62,99,10
5131,91,66,76,64,3
5132,92,98,84,93,9
5133,80,96,77,62,12
5134,61,100,67,81,9
5135,80,76,63,99,8
5136,69,73,95,85,1
5137,87,76,74,98,8
5138,77,86,100,83,6
5139,86,81,86,98,8
5140,64,68,100,73,1
5141,94,86,69,64,11
5142,62,62,62,68,8
5143,60,90,86,61,5
5144,94,84,85,85,3
5145,61,95,89,84,5
5146,70,80,72,89,10
5147,93,80,84,83,3
5148,76,85,77,67,5
5149,91,69,76,77,7
5150,78,87,63,96,10
5151,81,79,97,94,1
5152,95,91,79,98,8
5153,97,75,78,87,7
5154,88,87,63,68,11
5155,74,70,92,98,2
5156,82,100,63,84,9
5157,81,97,90,73,5
5158,75,90,80,69,5
5159,80,72,62,100,8
5160,100,85,81,65,11
5161,64,66,86,89,2
5162,73,90,100,60,6
5163,84,83,87,91,2
5164,70,80,63,90,10
5165,79,95,72,89,9
5166,93,62,93,89,3
5167,61,90,61,60,12
5168,61,85,92,76,6
5169,73,77,89,72,6
5170,78,86,61,87,10
5171,98,100,64,85,12
5172,93,80,65,100,8
5173,69,86,93,86,6
5174,72,96,62,79,9
5175,96,65,66,87,7
5176,91,74,89,86,3
5177,63,63,95,90,1
5178,84,78,66,80,7
5179,91,86,99,91,4
5180,92,71,81,65,3
5181,94,72,88,70,3
5182,69,89,67,84,9
5183,85,78,81,89,8
5184,84,95,67,72,12
5185,64,75,69,94,10
5186,93,66,99,93,4
5187,89,60,80,60,3
5188,91,96,61,67,12
5189,100,64,75,87,7
5190,93,90,91,99,8
5191,67,81,99,69,6
5192,95,81,97,90,4
5193,91,99,67,88,12
5194,77,64,70,89,8
5195,65,95,76,92,9
5196,70,69,94,62,4
5197,86,71,98,67,4
5198,90,64,68,61,3
5199,76,81,80,99,10
5200,98,96,68,60,11
5201,88,80,85,66,3
5202,100,97,69,62,11
5203,77,71,60,76,7
5204,64,87,95,91,1
5205,81,69,99,82,1
5206,63,76,77,98,2
5207,78,97,73,89,9
5208,85,64,95,73,4
5209,62,98,76,73,5
5210,87,81,81,94,8
5211,95,71,71,94,7
5212,70,95,86,61,5
5213,65,73,89,69,6
5214,62,69,87,98,2
5215,79,86,83,85,9
5216,64,72,62,98,10
5217,95,79,99,87,4
5218,96,87,63,100,8
5219,87,93,77,82,12
5220,86,94,77,94,9
5221,96,95,73,70,11
5222,74,83,67,73,12
5223,69,90,86,88,9
5224,70,75,92,79,1
5225,77,88,84,61,5
5226,86,85,79,81,11
5227,81,94,98,99,2
5228,90,96,78,73,12
5229,70,78,90,96,2
5230,94,73,89,80,3
5231,73,79,80,95,2
5232,73,73,82,68,4
5233,93,67,84,64,3
5234,85,76,99,74,4
5235,96,80,97,96,4
5236,98,80,100,80,4
5237,64,69,73,86,2
5238,100,83,68,98,7
5239,99,76,65,96,7
5240,76,95,76,95,9
5241,97,67,86,71,3
5242,71,76,71,98,10
5243,67,78,97,78,6
5244,81,90,99,66,6
5245,77,99,75,94,9
5246,78,91,100,88,6
5247,73,97,94,61,5
5248,63,88,68,62,5
5249,79,68,69,77,7
5250,73,75,78,99,2
5251,96,63,93,89,3
5252,91,90,83,88,11
5253,89,93,95,76,6
5254,72,70,81,76,1
5255,81,77,87,78,4
5256,73,64,89,70,4
5257,66,66,82,62,4
5258,72,74,69,68,12
5259,83,82,78,75,11
5260,90,93,71,97,10
5261,99,70,68,95,7
5262,61,88,68,96,10
5263,75,85,71,61,12
5264,92,85,92,86,3
5265,76,67,80,90,2
5266,80,82,72,98,10
5267,92,85,62,60,11
5268,87,67,72,81,7
5269,65,91,97,76,6
5270,86,81,82,70,3
5271,61,60,87,97,2
5272,69,91,68,92,10
5273,91,87,75,60,11
5274,72,78,91,91,1
5275,92,77,63,91,7
5276,88,93,88,70,12
5277,100,88,67,76,11
5278,92,95,63,74,12
5279,92,86,99,60,4
5280,74,76,100,61,6
5281,97,62,79,94,7
5282,80,85,78,74,12
5283,70,90,61,65,12
5284,78,68,86,74,4
5285,88,93,91,85,5
5286,100,96,68,74,11
5287,81,70,91,72,4
5288,69,81,91,89,1
5289,92,84,72,97,8
5290,90,76,95,94,1
5291,81,64,66,71,7
5292,100,90,76,84,11
5293,72,95,96,76,6
5294,87,88,68,69,12
5295,63,96,61,60,12
5296,79,99,99,92,5
5297,76,67,91,75,4
5298,61,92,90,75,5
5299,78,84,91,64,6
5300,75,63,70,81,8
5301,85,81,66,76,11
5302,72,92,99,74,6
5303,86,86,85,93,8
5304,68,61,89,94,2
5305,96,61,69,67,3
5306,68,80,69,93,10
5307,97,77,61,69,11
5308,96,63,94,69,3
5309,94,62,96,75,4
5310,93,80,87,93,7
5311,68,76,95,67,6
5312,62,67,99,80,1
5313,83,80,63,94,8
5314,86,70,84,82,3
5315,87,74,76,84,7
5316,86,71,88,93,2
5317,89,92,63,97,10
5318,63,80,66,71,9
5319,88,88,60,61,11
5320,63,61,65,100,2
5321,89,96,86,69,12
5322,66,64,65,88,8
5323,80,74,65,77,7
5324,67,73,69,91,10
5325,70,81,90,81,6
5326,91,69,100,79,4
5327,93,95,68,98,10
5328,67,82,98,66,6
5329,93,80,88,77,3
5330,70,79,77,84,10
5331,69,85,91,99,2
5332,97,89,94,72,3
5333,61,73,67,77,10
5334,83,64,98,100,2
5335,89,97,82,68,12
5336,88,68,100,95,1
5337,93,97,95,93,5
5338,86,68,69,74,7
5339,90,63,77,77,3
5340,80,63,85,84,1
5341,85,87,65,86,9
5342,65,94,74,99,10
5343,60,64,97,83,1
5344,95,66,99,99,1
5345,68,91,84,73,5
5346,72,63,96,86,1
5347,91,74,60,68,11
5348,78,72,92,89,1
5349,66,84,67,79,9
5350,91,91,66,83,11
5351,98,60,90,78,3
5352,80,85,87,65,6
5353,82,100,77,91,9
5354,98,64,84,73,3
5355,94,77,91,85,3
5356,85,92,61,96,10
5357,78,89,75,71,12
5358,65,99,100,94,6
5359,94,89,72,78,11
5360,97,76,85,100,8
5361,81,93,74,68,12
5362,71,61,76,74,1
5363,78,86,84,92,10
5364,83,83,68,74,11
5365,87,100,66,86,12
5366,70,67,94,73,1
5367,94,100,82,63,12
5368,99,66,92,69,3
5369,74,72,83,79,1
5370,67,75,84,63,6
5371,78,99,87,86,5
5372,97,75,96,80,3
5373,95,91,73,97,8
5374,86,63,72,95,8
5375,69,76,87,61,6
5376,73,63,93,73,4
5377,74,80,60,71,12
5378,87,88,99,60,6
5379,95,60,98,74,4
5380,60,88,73,88,9
5381,63,83,75,85,10
5382,79,93,90,98,10
5383,91,80,74,74,11
5384,93,78,89,72,3
5385,93,71,74,74,3
5386,77,71,79,89,2
5387,65,79,92,79,6
5388,71,60,84,85,2
5389,63,80,91,74,6
5390,85,90,73,88,9
5391,62,69,68,76,10
5392,83,97,90,82,5
5393,84,97,69,73,12
5394,92,80,97,95,1
5395,65,100,90,82,5
5396,99,68,76,91,7
5397,82,84,85,98,2
5398,91,90,91,64,3
5399,86,67,66,98,8
5400,84,96,97,91,6
5401,98,71,85,60,3
5402,97,61,63,76,7
5403,84,69,83,92,8
5404,95,73,98,73,4
5405,95,85,64,82,11
5406,80,98,97,91,5
5407,72,95,84,82,5
5408,92,83,71,85,7
5409,63,99,93,71,5
5410,68,70,62,66,12
5411,94,63,62,83,7
5412,84,70,61,87,8
5413,79,85,82,60,5
5414,79,81,88,80,6
5415,60,76,62,62,5
5416,88,100,91,69,5
5417,72,80,90,81,1
5418,74,62,92,61,4
5419,85,70,94,86,1
5420,92,94,71,92,12
5421,82,91,70,65,12
5422,79,99,100,87,6
5423,73,96,65,80,9
5424,100,76,81,81,3
5425,90,62,75,95,8
5426,82,94,75,92,9
5427,62,98,61,72,9
5428,81,75,90,100,2
5429,75,84,65,69,12
5430,95,96,61,68,12
5431,66,67,61,98,10
5432,98,92,80,77,11
5433,70,94,99,61,6
5434,76,70,100,96,1
5435,70,73,74,94,2
5436,87,94,73,97,10
5437,90,99,93,92,5
5438,69,61,83,83,1
5439,80,85,66,97,10
5440,100,61,94,90,3
5441,92,70,81,89,7
5442,99,64,84,72,3
5443,79,93,83,99,10
5444,73,89,71,72,12
5445,86,70,94,63,4
5446,69,60,77,93,2
5447,90,70,84,77,3
5448,81,78,100,89,1
5449,74,63,90,62,4
5450,67,68,99,87,1
